No;Code;Jenis ken;NoPolisi;Thn Kendaraan;Warna;NoMesin;NoRangka;KD
;SMS;TOYOTA KIJANG TY363;B8016RK;2000;;;;
;SMS;HONDA ACCORD HN130;B8018TO;2000;;;;
;SMS;KIA VISTO KI205;B8018YM;2001;;;;
;SMS;TOYOTA COROLLA TY132;B8022SN;2001;;;;
;SMS;SUZUKI KATANA SZ504;B8024EL;2003;;;;
;SMS;TOYOTA AVANZA TY294;B8024OV;2004;;;;
;SMS;SUZUKI ESCUDO SZ520;B8024XQ;2003;;;;
;SMS;DAIHATSU ZEBRA DH221;B8025JV;1996;;;;
;SMS;TOYOTA KIJANG KF50;B8026ND;1995;;;;
;SMS;MITSUBISHI LANCER MS145-1;B8027CR;1996;;;;
;SMS;MITSUBISHI MAVEN MITMV002;B8027QJ;2006;;;;
;SMS;"DAIHATSU TARUNA CSX 1,6 MT";B8030UY;2001;;;;
;SMS;MITSUBISHI GALANT MS119;B8033LD;2000;;;;
;SMS;SUZUKI BALENO SZ120-1;B8034BR;1997;;;;
;SMS;"HONDA CITY Z VTI 1,5 MT";B8036TG;2001;;;;
;SMS;SUZUKI APV GL;B8044IY;2005;;;;
;SMS;SUZUKI CARRY SZ296;B8051GS;1996;;;;
;SMS;TOYOTA KIJANG TY473;B8054BH;2002;;;;
;SMS;KIA TIMOR TM104;B8054CM;2001;;;;
;SMS;NISSAN TERRANO NS515;B8055AM;2003;;;;
;SMS;TOYOTA AVANZA 13G;B8055MZ;2006;;;;
;SMS;KIA CARNIVAL KI205;B8058ET;2000;;;;
;SMS;"DAIHATSU XENIA XI DELUXE VVTI 1,3 MT";B8058MI;2008;;;;
;SMS;TOYOTA SOLUNA TY164;B8062BG;2000;;;;
;SMS;"DAIHATSU XENIA LI 1,0 M/T";B8064CW;2004;;;;
;SMS;HONDA JAZZ IDSI005-1;B8075OE;2004;;;;
;SMS;TOYOTA KIJANG TY426;B8075RV;2001;;;;
;SMS;DAIHATSU FEROZA 017;B8075WC;1995;;;;
;SMS;SUZUKI BALENO SZ121;B8076JY;2002;;;;
;SMS;HONDA CITY HN142;B8083AD;1998;;;;
;SMS;TOYOTA CAMRY TY138;B8084QM;2003;;;;
;SMS;"TOYOTA INNOVA BENSIN G 2,0 MT";B8088VJ;2007;;;;
;SMS;SUZUKI AERIO DX15MT;B808WD;2003;;;;
;SMS;SUZUKI BALENO SZ120-1;B8090BZ;1996;;;;
;SMS;HONDA JAZZ GD315MT-1;B8090VJ;2005;;;;
;SMS;HONDA JAZZ 15 AT I-DSI;B8092KH;2005;;;;
;SMS;ISUZU PANTHER IS222;B8093VM;1999;;;;
;SMS;"SUZUKI APV GL 1,5 MT";B8097MI;2005;;;;
;SMS;"SUZUKI KARIMUN GX 1,0 MT";B8097TN;2001;;;;
;SMS;SUZUKI BALENO SZ121-1;B8098PU;2001;;;;
;SMS;"NISSAN SERENA HIGH WAY STAR 2,0 AT";B8098TQ;2005;;;;
;SMS;"NISSAN XTRAIL STT 2,5 AT";B8099VH;2004;;;;
;SMS;"NISSAN GRAND LIVINA XV 1,5 AT";B8099YL;2008;;;;
;SMS;"HONDA NEW CIVIC VTI S 1,7 MT";B8100OZ;2002;;;;
;SMS;TOYOTA KIJANG INNOVA E01;B8102TU;2006;;;;
;SMS;TOYOTA KIJANG TY311;B8103MC;1996;;;;
;SMS;ISUZU PANTHER IS282;B8103MR;2001;;;;
;SMS;"TOYOTA AVANZA G 1,3 MT";B8106EV;2006;;;;
;SMS;SUZUKI BALENO SZ120;B8111UX;1997;;;;
;SMS;SUZUKI KATANA GX410;B8115BF;1996;;;;
;SMS;"HONDA ALL NEW CRV 4X2 2,0 AT";B8115QS;2002;;;;
;SMS;"SUZUKI APV GL 1,5 MT";B8115QX;2006;;;;
;SMS;TOYOTA LIMO TY601-1;B8115XK;2005;;;;
;SMS;"HONDA NEW CITY VTEC 1,5 AT";B8119XR;2006;;;;
;SMS;TOYOTA AVANZA TY294;B8122HM;2005;;;;
;SMS;TOYOTA KIJANG KF80;B8123SF;2000;;;;
;SMS;NISSAN TERRANO NS510;B8124U;2004;;;;
;SMS;HONDA JAZZ VTEC004;B8128QQ;2006;;;;
;SMS;MITSUBISHI LANCER MS135;B8128T;2000;;;;
;SMS;HONDA ACCORD HN126;B8129EZ;2000;;;;
;SMS;TOYOTA VIOS TY172;B812PN;2004;;;;
;SMS;"TOYOTA NEW VIOS G 1,5 MT";B812RPL;2010;;;;
;SMS;TOYOTA FORTUNER TYTFT002-1;B812ZA;2005;;;;
;SMS;SUZUKI BALENO SZ121-1;B8132RW;2000;;;;
;SMS;"TOYOTA NEW SOLUNA GLI 1,5 AT";B8134R;2000;;;;
;SMS;"SUZUKI ESCUDO INJECTION 1,6 MT";B8135JQ;2003;;;;
;SMS;DAIHATSU CERIA DH115;B8139IZ;2004;;;;
;SMS;SUZUKI ESCUDO SZ523;B8139OR;1994;;;;
;SMS;MITSUBISHI COLT L300 MINIBUS;B8143PH;2005;;;;
;SMS;"TOYOTA VIOS G 1,5 MT";B8145XH;2003;;;;
;SMS;TIMOR TM 002;B8150IC;1997;;;;
;SMS;SUZUKI CARRY SZ219;B8160EV;2005;;;;
;SMS;NISSAN X-TRAIL NS517;B8163EB;2002;;;;
;SMS;TOYOTA AVANZA TY293;B-8163-IE;2005;;;;
;SMS;SUZUKI CARRY SZ247;B8166IX;1993;;;;
;SMS;DAIHATSU TAFT FEROZA 2 WD;B8170RC;1996;;;;
;SMS;HONDA JAZZ HN201;B8176QA;2005;;;;
;SMS;DAIHATSU TARUNA DH233;B8176SD;2000;;;;
;SMS;DAIHATSU XENIA DH241-1;B8181UE;2007;;;;
;SMS;"HONDA ALL NEW JAZZ IVTEC RS 1,5 AT";B8182WQ;2017;;;;
;SMS;DAIHATSU TARUNA DH211;B8183GE;2000;;;;
;SMS;SUZUKI APV GL;B8183UU;2007;;;;
;SMS;"HONDA NEW CITY IDSI 1,5 AT";B8184ED;2003;;;;
;SMS;TOYOTA AVANZA TY294;B8186ZM;2006;;;;
;SMS;SUZUKI CARRY SZ227;B8188CZ;2001;;;;
;SMS;"HONDA NEW CRV 4 X2 2,0 MT";B8189AT;2003;;;;
;SMS;"NISSAN NEW XTRAIL 2,5 ST AT";B8189NI;2006;;;;
;SMS;HONDA CITY HN142;B8189SB;2000;;;;
;SMS;DAIHATSU XENIA LI;B8191KJ;2005;;;;
;SMS;TIMOR TM 003;B8194KY;1999;;;;
;SMS;TOYOTA AVANZA TY294;B8194UG;2006;;;;
;SMS;SUZUKI CARRY SZ218;B8195QJ;2003;;;;
;SMS;TOYOTA AVANZA TY294;B8197KL;2005;;;;
;SMS;MITSUBISHI KUDA MS247;B8197QY;2004;;;;
;SMS;TOYOTA KIJANG TY361;B8199LN;2000;;;;
;SMS;NISSAN X-TRAIL NS514-1;B8203LE;2003;;;;
;SMS;TOYOTA KIJANG TY348;B8205IU;1997;;;;
;SMS;"DAIHATSU TARUNA CSX 1,6 MT";B8207JI;2000;;;;
;SMS;DAIHATSU NEWXENIA XIDELUXEMT;B8212ZV;2004;;;;
;SMS;"SUZUKI CARRY FUTURA DRV 1,6 MT";B8213AN;1999;;;;
;SMS;SUZUKI CARRY SZ218;B8216KA;2004;;;;
;SMS;SUZUKI APV GA;B8219MK;2005;;;;
;SMS;HONDA JAZZ HN213-1;B8224MY;2008;;;;
;SMS;HONDA JAZZ VTEC003-1;B8225CS;2006;;;;
;SMS;MITSUBISHI KUDA MB246;B8226RP;2001;;;;
;SMS;DAIHATSU XENIA DH246;B8227ZH;2007;;;;
;SMS;NISSAN X-TRAIL NS515-1;B8229MF;2002;;;;
;SMS;"SUZUKI CARRY FUTURA GX 1,5 MT";B8230RS;2008;;;;
;SMS;TOYOTA YARIS TS101-1;B8231UV;2006;;;;
;SMS;SUZUKI BALENO SZ121-1;B8233RF;2000;;;;
;SMS;HONDA STREAM HN205;B8234NS;2005;;;;
;SMS;MITSUBISHI KUDA MS228;B8239NU;2000;;;;
;SMS;SUZUKI CARRY SZ251;B8240UK;1995;;;;
;SMS;TIMOR TM 002;B8241EC;1996;;;;
;SMS;"TOYOTA INNOVA BENSIN E 2,0 MT";B8243NM;2005;;;;
;SMS;SUZUKI CARRY SZ218;B8245TR;2001;;;;
;SMS;TOYOTA AVANZA 13G;B8247CU;2007;;;;
;SMS;TOYOTA AVANZA TY294;B8248IJ;2005;;;;
;SMS;HONDA ACCORD HN108;B8248IP;1996;;;;
;SMS;TOYOTA KIJANG INNOVAGMT;B8248OQ;2005;;;;
;SMS;"TOYOTA KIJANG BENSIN LSX 1,8 MT";B8249JA;2001;;;;
;SMS;CHEVROLET BLAZER OP504;B8251LO;2001;;;;
;SMS;NISSAN GLIVINA 15XVMT-1;B8252XU;2007;;;;
;SMS;SUZUKI APV GL;B8254GD;2005;;;;
;SMS;TOYOTA AVANZA TY294;B8254HQ;2005;;;;
;SMS;SUZUKI APV SG006;B8258KH;2005;;;;
;SMS;TOYOTA AVANZA 13G;B-8259-LV;2005;;;;
;SMS;"HONDA NEW CITY VTEC 1,5 AT";B8260NG;2005;;;;
;SMS;"NISSAN TERRANO SPIRIT S1 2,4 MT";B8262WX;2003;;;;
;SMS;DAIHATSU MB DM001;B8267CM;2005;;;;
;SMS;ISUZU PANTHER IS295;B8267YN;1995;;;;
;SMS;NISSAN TERRANO NS514;B8269AZ;1996;;;;
;SMS;"ISUZU NEW PANTHER LM SMART TURBO 2,5 MT";B8271BZ;2006;;;;
;SMS;DAIHATSU XENIA DH251;B8271EX;2006;;;;
;SMS;"HONDA NEW CITY VTEC 1,5 MT";B8271LJ;2005;;;;
;SMS;"HONDA NEW CRV 4 X2 2,0 AT";B8273BA;2008;;;;
;SMS;SUZUKI APV GX;B8273MH;2005;;;;
;SMS;TOYOTA AVANZA 13G;B8273TF;2005;;;;
;SMS;SUZUKI CARRY SZ219;B8279UX;2004;;;;
;SMS;HONDA CRV HN510;B8280GG;2003;;;;
;SMS;SUZUKI CARRY SZ219;B8287KY;2003;;;;
;SMS;"HONDA ALL NEW CRV 4X2 2,0 AT";B8287RB;2008;;;;
;SMS;TOYOTA KIJANG TY353;B8289BF;2000;;;;
;SMS;BMW SERIES 3 BM204;B8296MS;2001;;;;
;SMS;HONDA JAZZ IDSI005-1;B8297IB;2004;;;;
;SMS;SUZUKI CARRY SZ290;B8302RN;2000;;;;
;SMS;"SUZUKI SIDEKICK DRAG ONE 1,6 MT";B8303LN;2000;;;;
;SMS;HONDA JAZZ 15 AT I-DSI;B8303ZJ;2004;;;;
;SMS;DAIHATSU TARUNA DH211;B8304MH;2000;;;;
;SMS;"SUZUKI CARRY FUTURA GRV 1,3 MT";B8306LC;1997;;;;
;SMS;MITSUBISHI LANCER MS124;B8307AI;1997;;;;
;SMS;"TOYOTA INNOVA BENSIN V 2,0 AT";B8311HB;2005;;;;
;SMS;"TOYOTA INNOVA BENSIN V 2,0 MT";B8313ZM;2007;;;;
;SMS;SUZUKI BALENO SZ120-1;B8317EQ;1997;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 DRV MT";B8324CI;2004;;;;
;SMS;NISSAN X-TRAIL NS517;B8325HG;2002;;;;
;SMS;SUZUKI CARRY SZ227;B8326AP;2003;;;;
;SMS;TOYOTA KIJANG TY413;B8328PB;2006;;;;
;SMS;SUZUKI CARRY SZ218;B8329WT;2004;;;;
;SMS;"DAIHATSU TARUNA CSR EFI 1,6 MT";B8333VO;2001;;;;
;SMS;"DAIHATSU ESPASS 1,3 MT";B8334JQ;2003;;;;
;SMS;TOYOTA KIJANG TY535;B8338TY;2005;;;;
;SMS;"TOYOTA NEW KIJANG LX DIESEL 2,5 MT";B8338XB;2001;;;;
;SMS;HONDA CRV HN510;B8340RE;2003;;;;
;SMS;TOYOTA AVANZA TY294;B8344ZJ;2004;;;;
;SMS;SUZUKI KARIMUN SZ255;B8345JR;2004;;;;
;SMS;SUZUKI CARRY FUTURAST160;B8348GH;2000;;;;
;SMS;TOYOTA KIJANG TY366;B8353DQ;2004;;;;
;SMS;TOYOTA KIJANG TY542;B8353RA;2000;;;;
;SMS;SUZUKI BALENO SZ120-1;B8357LX;1997;;;;
;SMS;"MITSUBISHI NEW GALANT V6 2,5 MT";B8361OP;2004;;;;
;SMS;"HONDA NEW CIVIC VTI 1,7 AT";B8363TL;2001;;;;
;SMS;DAIHATSU XENIA DH251;B8366YY;2005;;;;
;SMS;TOYOTA KIJANG TY425;B8368CU;2001;;;;
;SMS;"HONDA ALL NEW JAZZ IVTEC RS 1,5 AT";B8368U;2012;;;;
;SMS;SUZUKI BALENO SZ121;B8370YD;2001;;;;
;SMS;KIA CARNIVAL AT;B8371BR;2000;;;;
;SMS;TOYOTA AVANZA TY294;B8373EP;2005;;;;
;SMS;TOYOTA VIOS TY172;B8382DD;2003;;;;
;SMS;SUZUKI CARRY SZ218;B8384ZR;2001;;;;
;SMS;MITSUBISHI KUDA MS248;B8385ZI;2001;;;;
;SMS;SUZUKI CARRY SZ291;B8387CL;2000;;;;
;SMS;NISSAN X-TRAIL -1;B8387II;2007;;;;
;SMS;SUZUKI KATANA SZ513;B8387NU;1995;;;;
;SMS;TOYOTA KIJANG TY473;B8388CC;2001;;;;
;SMS;MITSUBISHI KUDA MS228;B8392MD;2000;;;;
;SMS;HONDA CITY HN148-1;B8405EW;2003;;;;
;SMS;DAIHATSU XENIA DH251-1;B8408ZW;2007;;;;
;SMS;SUZUKI CARRY SZ290;B8410ZW;2001;;;;
;SMS;MITSUBISHI KUDA MS228;B8412PL;2000;;;;
;SMS;"DAIHATSU TERIOS TS EXTRA 1,5 MT";B8413PZ;2007;;;;
;SMS;TOYOTA AVANZA TY303;B8416UM;2004;;;;
;SMS;DAIHATSU XENIA F600;B8416ZX;2004;;;;
;SMS;KIA VISTO KI208-1;B8418SH;2000;;;;
;SMS;TOYOTA KIJANG TY473;B8421PY;2002;;;;
;SMS;SUZUKI CARRY SZ275;B8423SC;2005;;;;
;SMS;MITSUBISHI KUDA MS251;B8425R;2000;;;;
;SMS;DAIHATSU TARUNA DH229;B8427K;2002;;;;
;SMS;TOYOTA AVANZA TY294;B8427QZ;2004;;;;
;SMS;MITSUBISHI LANCER MS124;B8428VY;2001;;;;
;SMS;MITSUBISHI KUDA MS234;B8431UA;2000;;;;
;SMS;DAIHATSU FEROZA 005;B8436CV;1994;;;;
;SMS;DAIHATSU FEROZA 003;B8436YX;1998;;;;
;SMS;"HONDA JAZZ IDSI 1,5 MT";B8438CL;2005;;;;
;SMS;TOYOTA AVANZA 13G;B8440MK;2005;;;;
;SMS;NISSAN TERRANO NS505;B8444HV;2002;;;;
;SMS;HONDA CITY HN148-1;B8444XH;2004;;;;
;SMS;TOYOTA KIJANG TY367;B8445HY;2001;;;;
;SMS;DAIHATSU TAFT FEROZA 2 WD;B8447AY;1998;;;;
;SMS;TIMOR TM 003-1;B8447CH;1998;;;;
;SMS;OPEL BLAZER OP309;B8447ZC;2000;;;;
;SMS;SUZUKI BALENO SZ124;B8456BE;2008;;;;
;SMS;HONDA JAZZ IDSI005;B8464KM;2004;;;;
;SMS;"HONDA JAZZ IDSI 1,5 AT";B8467GM;2006;;;;
;SMS;DAIHATSU XENIA DH246;B8467YJ;2008;;;;
;SMS;MITSUBISHI COLT T120SS;B8468LY;2001;;;;
;SMS;TIMOR TM 003;B8472JU;2000;;;;
;SMS;"HONDA JAZZ IDSI 1,5 AT";B8473LS;2005;;;;
;SMS;TOYOTA SOLUNA TY167;B8473XL;2001;;;;
;SMS;"TOYOTA INNOVA BENSIN G 2,0 AT";B8474MZ;2006;;;;
;SMS;"HONDA NEW CIVIC VTI S 1,7 AT";B8475HX;2005;;;;
;SMS;"HONDA JAZZ IDSI 1,5 AT";B8475MH;2005;;;;
;SMS;SUZUKI BALENO DX 16 M/T;B8478BI;1997;;;;
;SMS;"SUZUKI BALENO NEXT G FACELIFT 1,5 MT";B8479IY;2005;;;;
;SMS;"DAIHATSU XENIA XI DELUXE FAMILY 1,3 MT";B8481NJ;2005;;;;
;SMS;"TOYOTA NEW KIJANG LGX 1,8 MT";B8486QR;2004;;;;
;SMS;"TOYOTA COROLLA ALTIS ZE 1,8 MT";B8491WB;2005;;;;
;SMS;TOYOTA KIJANG TY506;B8492DC;1997;;;;
;SMS;TOYOTA KIJANG TY413;B8493AS;2005;;;;
;SMS;"TOYOTA INNOVA BENSIN G 2,0 MT";B8493HB;2005;;;;
;SMS;SUZUKI CARRY SZ229;B8496CN;2005;;;;
;SMS;TOYOTA AVANZA 13GVVTI;B8497IF;2008;;;;
;SMS;TOYOTA KIJANG TY436;B8498RK;2000;;;;
;SMS;HONDA CITY HN150-1;B8498UA;2000;;;;
;SMS;TOYOTA AVANZA TY294;B8499XO;2006;;;;
;SMS;BIMANTARA CAKRA BI101-1;B8504AD;1999;;;;
;SMS;"HONDA NEW CITY VTEC 1,5 AT";B8505OX;2005;;;;
;SMS;SUZUKI SIDEKICK SS002;B8508BZ;1996;;;;
;SMS;HONDA FIT HN203;B8508NA;2003;;;;
;SMS;TOYOTA AVANZA TY294;B8509YS;2006;;;;
;SMS;NISSAN X-TRAIL NS516-1;B8513WT;2004;;;;
;SMS;NISSAN TERRANO ;B8514ZL;2001;;;;
;SMS;DAIHATSU ZEBRA DH224;B8515KY;2003;;;;
;SMS;HONDA JAZZ IDSI005-1;B8516EI;2004;;;;
;SMS;TOYOTA COROLLA TY102;B8521EL;1999;;;;
;SMS;SUZUKI CARRY SZ218;B8521JX;2004;;;;
;SMS;"NISSAN GRAND LIVINA XV 1,5 AT";B8524RA;2010;;;;
;SMS;"HONDA ALL NEW ACCORD VTI SE 2,4 MT";B8524XL;2004;;;;
;SMS;"NISSAN XTRAIL STT 2,5 AT";B8525DA;2004;;;;
;SMS;TOYOTA KIJANG TY305;B8525LL;1996;;;;
;SMS;TOYOTA AVANZA 13GVVTI;B8527YV;2007;;;;
;SMS;TOYOTA VIOS TY172;B8530AL;2003;;;;
;SMS;"TOYOTA ALL NEW CAMRY V 2,4 AT";B8533JF;2007;;;;
;SMS;"TOYOTA COROLLA SEG 1,8 MT";B8533ZQ;2000;;;;
;SMS;SUZUKI SIDEKICK SS002;B8534ML;1999;;;;
;SMS;ISUZU PANTHER IS290;B8537CO;2006;;;;
;SMS;TOYOTA VIOS TY172;B8539OR;2004;;;;
;SMS;DAIHATSU XENIA LI;B8541XA;2005;;;;
;SMS;TOYOTA KIJANG TY425;B8543WY;2001;;;;
;SMS;MITSUBISHI LANCER MS124;B8544BP;1997;;;;
;SMS;DAIHATSU SIRION 001;B8546HI;2007;;;;
;SMS;SUZUKI CARRY SZ218;B8547AL;2003;;;;
;SMS;SUZUKI CARRY SZ283;B8548YJ;2001;;;;
;SMS;TOYOTA KIJANG INNOVAGMT;B8550US;2006;;;;
;SMS;SUZUKI ESCUDO SZ517;B8551BO;2000;;;;
;SMS;TOYOTA AVANZA TY294;B8551KY;2004;;;;
;SMS;ISUZU PANTHER IS304;B8551LL;2003;;;;
;SMS;"SUZUKI CARRY FUTURA GRV 1,5 MT";B8553WC;2002;;;;
;SMS;SUZUKI CARRY SZ269;B8555CY;2004;;;;
;SMS;"TOYOTA NEW CAMRY G 2,4 AT";B8559AW;2004;;;;
;SMS;DAIHATSU FEROZA 003;B8559DI;1995;;;;
;SMS;SUZUKI BALENO SZ120-1;B8565MX;1997;;;;
;SMS;TOYOTA KIJANG TY442;B8567JK;2001;;;;
;SMS;"HONDA NEW CIVIC VTI S 1,7 AT";B8567TJ;2001;;;;
;SMS;SUZUKI APV SG007;B8569OA;2004;;;;
;SMS;TOYOTA AVANZA TY294;B8570FJ;2005;;;;
;SMS;SUZUKI BALENO SZ123-1;B8570NF;2004;;;;
;SMS;ISUZU PANTHER IS2661;B8575JA;2004;;;;
;SMS;DAIHATSU XENIA LI-1;B8575NZ;2005;;;;
;SMS;"DAIHATSU TERIOS TX 1,5 MT";B8577VC;2008;;;;
;SMS;SUZUKI KATANA SZ505;B8578CL;1995;;;;
;SMS;TOYOTA KIJANG TY478;B8584RP;2001;;;;
;SMS;DAIHATSU FEROZA 005;B8586MY;1994;;;;
;SMS;TOYOTA KIJANG TY413;B8587PR;2007;;;;
;SMS;MITSUBISHI KUDA MS253;B8590YC;2000;;;;
;SMS;DAIHATSU XENIA DH245;B8591VI;2005;;;;
;SMS;TOYOTA AVANZA TY294;B8592JX;2004;;;;
;SMS;"HONDA ALL NEW CRV 4X2 2,4 AT";B8593FB;2008;;;;
;SMS;"NISSAN TERRANO GRAND ROAD XTR 2,4 MT";B8594YP;2001;;;;
;SMS;HONDA JAZZ IDSI005-1;B8597DJ;2004;;;;
;SMS;TOYOTA AVANZA 13G;B8597MI;2005;;;;
;SMS;MITSUBISHI GALANT MS119;B8598VG;1999;;;;
;SMS;DAIHATSU FEROZA 023;B859ZK;1996;;;;
;SMS;ISUZU PANTHER IS274;B8600UH;2000;;;;
;SMS;SUZUKI CARRY SZ285;B8601ND;2005;;;;
;SMS;"SUZUKI GRAND VITARA JLX 2,0 AT";B8606XB;2008;;;;
;SMS;HONDA CIVIC HN113;B8607TZ;2001;;;;
;SMS;DAIHATSU ESPASS DH1;B8609AI;1999;;;;
;SMS;SUZUKI BALENO SZ112;B8609KZ;2002;;;;
;SMS;TOYOTA AVANZA 13GVVTI;B8614GI;2006;;;;
;SMS;BMW SERIES 3 BM120;B8617TG;2001;;;;
;SMS;SUZUKI BALENO SZ120-1;B8618BR;1997;;;;
;SMS;TOYOTA AVANZA TY294;B8618KL;2005;;;;
;SMS;TIMOR TM 003-1;B8624UR;2001;;;;
;SMS;"SUZUKI BALENO INJECTION 1,5 MT";B8625DT;2000;;;;
;SMS;"TOYOTA INNOVA BENSIN G 2,0 MT";B8626MK;2005;;;;
;SMS;SUZUKI FORSA SZ101;B8633EU;1995;;;;
;SMS;BMW SERIES 3 BM120;B8633QK;2001;;;;
;SMS;TOYOTA KIJANG KF41;B8636JB;1994;;;;
;SMS;"TOYOTA NEW KIJANG LGX 1,8 MT";B8637SO;2000;;;;
;SMS;"SUZUKI CARRY FUTURA GRV 1,5 MT";B8638CT;2000;;;;
;SMS;HONDA JAZZ GD315MT;B8640DY;2005;;;;
;SMS;SUZUKI BALENO SZ120;B8644MC;1997;;;;
;SMS;HONDA CIVIC HN114;B8645W;2002;;;;
;SMS;MITSUBISHI KUDA MS240;B8646TN;2001;;;;
;SMS;"HONDA CITY Z VTI 1,5 MT";B8648PD;2000;;;;
;SMS;SUZUKI APV DLX;B8656JH;2005;;;;
;SMS;TOYOTA AVANZA TY294;B8659G;2004;;;;
;SMS;"TOYOTA VIOS G 1,5 MT";B8660FP;2003;;;;
;SMS;HONDA JAZZ GD315MT-1;B8661IA;2004;;;;
;SMS;"TOYOTA COROLLA ALTIS ZE 1,8 MT";B8668LZ;2002;;;;
;SMS;SUZUKI CARRY SZ219;B8669ZL;2001;;;;
;SMS;SUZUKI ESCUDO SZ513;B8671PJ;2003;;;;
;SMS;SUZUKI SWIFT SS005-1;B8671QA;2007;;;;
;SMS;SUZUKI BALENO SZ121;B8676BE;2001;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";B8676HG;2009;;;;
;SMS;ISUZU PANTHER IS239;B8678EP;2005;;;;
;SMS;SUZUKI CARRY SZ218;B8678OD;2003;;;;
;SMS;HONDA CRV HN509;B8678TX;2002;;;;
;SMS;SUZUKI APV SG006;B8678UU;2007;;;;
;SMS;TOYOTA KIJANG INNOVAGMT;B8680KX;2005;;;;
;SMS;ISUZU PANTHER IS218;B8682IF;2000;;;;
;SMS;SUZUKI APV SG006;B8682MH;2005;;;;
;SMS;TOYOTA VIOS TY172;B8685WF;2003;;;;
;SMS;"NISSAN GRAND LIVINA XV ULTIMATE 1,5 AT";B8686WK;2011;;;;
;SMS;TOYOTA KIJANG TY411;B8688XM;2005;;;;
;SMS;SUZUKI CARRY SZ218;B8689CF;2001;;;;
;SMS;SUZUKI CARRY SZ218;B8689YI;2001;;;;
;SMS;TIMOR TM 1;B8691BF;2000;;;;
;SMS;HONDA ACCORD HN108;B8699LC;1995;;;;
;SMS;DAIHATSU XENIA F600;B8702VV;2005;;;;
;SMS;TOYOTA AVANZA TY294;B8707BW;2004;;;;
;SMS;DAIHATSU TARUNA DH233;B8710;1999;;;;
;SMS;TOYOTA KIJANG TY346;B8710DS;2000;;;;
;SMS;TOYOTA AVANZA TY294;B8713XS;2005;;;;
;SMS;HONDA JAZZ GD315MT-1;B8715QA;2005;;;;
;SMS;"HONDA NEW CITY IDSI 1,5 AT";B8716LE;2003;;;;
;SMS;OPEL BLAZER OP309;B8716YF;2000;;;;
;SMS;DAIHATSU XENIA F600;B8720XJ;2004;;;;
;SMS;ISUZU PANTHER IS204;B8723PB;2000;;;;
;SMS;DAIHATSU ESPASS HD235;B8724OY;1997;;;;
;SMS;ISUZU PANTHER IS302;B8727YW;2000;;;;
;SMS;"DAIHATSU NEO ZEBRA ZX 1,6";B8732WY;2001;;;;
;SMS;SUZUKI CARRY SZ275;B8738FY;1997;;;;
;SMS;HYUNDAI ATOZ HY207;B8738IM;2002;;;;
;SMS;DAIHATSU S89 DS001;B8739YW;1994;;;;
;SMS;TOYOTA FORTUNER TYTFT002-1;B8745HU;2005;;;;
;SMS;TOYOTA KIJANG INNOVA V01;B8746BW;2004;;;;
;SMS;"NISSAN SERENA HIGH WAY STAR 2,0 AT";B8746OP;2004;;;;
;SMS;SUZUKI APV SG003;B8750IJ;2005;;;;
;SMS;TOYOTA KIJANG TY475;B8751PK;2000;;;;
;SMS;SUZUKI BALENO SZ120-1;B8756CM;1997;;;;
;SMS;"HONDA NEW CITY IDSI 1,5 AT";B8756EQ;2006;;;;
;SMS;HONDA JAZZ 15 AT I-DSI;B8757O;2005;;;;
;SMS;DAIHATSU TAFT FEROZA 2 WD;B8761HC;1995;;;;
;SMS;DAIHATSU FEROZA 012;B8763IC;1997;;;;
;SMS;HYUNDAI ACCENT HY102;B8764FI;2000;;;;
;SMS;DAIHATSU TAFT FEROZA 2 WD;B8766YF;1995;;;;
;SMS;CHEVROLET ZAF CH517;B8768FM;2003;;;;
;SMS;SUZUKI BALENO SZ121;B8780PG;2000;;;;
;SMS;HONDA CITY HN130;B8782OT;2004;;;;
;SMS;NISSAN TERRANO N501;B8784TR;2001;;;;
;SMS;MITSUBISHI LANCER MS126;B8784ZH;2001;;;;
;SMS;TOYOTA AVANZA TY291;B8786ZW;2007;;;;
;SMS;"SUZUKI BALENO INJECTION 1,5 AT";B8792DB;2001;;;;
;SMS;HONDA CRV HN515;B8794CL;2002;;;;
;SMS;"SUZUKI GRAND VITARA JLX 2,0 MT";B8795GJ;2006;;;;
;SMS;DAIHATSU XENIA LISPORTYVVTI;B8796PL;2006;;;;
;SMS;OPEL BLAZER OP309;B8800ST;2000;;;;
;SMS;"DAIHATSU XENIA XI DELUXE VVTI 1,3 MT";B8804MC;2008;;;;
;SMS;HONDA CRV HN509;B8806EY;2000;;;;
;SMS;TOYOTA KIJANG TY414;B8807HJ;2005;;;;
;SMS;SUZUKI CARRY SZ284;B8807VT;1999;;;;
;SMS;SUZUKI BALENO SZ121-1;B8809KB;2002;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 DRV MT";B8809PR;2001;;;;
;SMS;TOYOTA KIJANG KF40S;B8810BZ;1995;;;;
;SMS;HONDA ACCORD CIELO22MT-1;B8811S;1997;;;;
;SMS;HONDA CITY HN150-1;B8814UO;2000;;;;
;SMS;SUZUKI CARRY SZ227;B8816OW;2004;;;;
;SMS;ISUZU PANTHER IS216;B8819MT;2002;;;;
;SMS;TOYOTA AVANZA TY294;B8820CV;2005;;;;
